Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0172862370243295,0.0174179252110844,-0.0384256118835408,0,0,0,1.07571326038379,0.00358832536052544,-3.60699795348327E-06,0.00053779355611646,0.00240474106091267,-8.0158991088152E-06,0.00194451963723306,-0.0677738031643562,0.0175,-0.0405824661838448,3.14159265358979,-2.80808253194293E-17,3.14159265358979,package://bowser/meshes/base_link.3dxml,0.752941176470588,0,0,1,-0.0677738031643562,0.0175,-0.0405824661838448,3.14159265358979,-2.80808253194293E-17,3.14159265358979,package://bowser/meshes/base_link.3dxml,,bowser_body_main_back_spine-4;bowser_body_main_back_spine-1;bowser_body_main_back-1;bowser_body_main_back_spine-9;bowser_body_main_back_spine-7;bowser_body_main_back_spine-6;bowser_body_main_back_spine-2;bowser_body_main_back_spine-3;bowser_body_main_back_spine-8;bowser_body_main_front-1;bowser_tire_omni_assem-3/KRS3300_scale-1;bowser_tire_omni_assem-1/KRS3300_scale-1;bowser_body_main_front_servo_mount_center-1;bowser_body_main_front_servo_mount-1;bowser_tire_omni_assem-2/KRS3300_scale-1;bowser_arm_assem_ver2-1/bowser_arm_link4_servo_mount-1;bowser_arm_assem_ver2-1/KRS3300_scale_assem-6/KRS3300_scale-1;bowser_leg_dual_assem-1/bowser_leg_dual_assem_main-1/KRS3300_scale_assem_no_free-1/KRS3300_scale-1;bowser_leg_dual_assem-1/bowser_leg_dual_assem_main-1/bowser_leg_dual_link_main_plate-1;bowser_body_main_front_servo_mount-2;bowser_neck_ring1-1,frame_coodinate,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
arm_link,0.0185452681948974,0.0175000194476943,0.112782402994197,0,0,0,0.0180689507713013,1.77532383113865E-05,2.36852037760229E-19,-1.72151506568511E-06,5.7587429793183E-06,-3.77307064930499E-19,2.12107700185249E-05,0.0157798663985208,0.0175000097237995,0.111640335878809,0,-0.391648329980259,3.23303124723229E-14,package://bowser/meshes/arm_link.3dxml,1,0.8,0.2,1,0.0157798663985208,0.0175000097237995,0.111640335878809,0,-0.391648329980259,3.23303124723229E-14,package://bowser/meshes/arm_link.3dxml,,bowser_arm_assem_ver2-1/bowser_arm_link4_servo_hone_double-1,dual_arm_link_coodinate,dual_arm_link_axis,arm,continuous,-0.0105742639612754,0,0.0565812178428716,3.14159265358978,-0.391648329980259,-3.14159265358976,base_link,0,-1,0,,,,,,,,,,,,
left_arm_Link1,0.0157806354906083,-0.00150141674161319,0.111642222266866,0,0,0,0.0627449638126667,1.06694647152824E-05,1.20025427547083E-08,1.3457421796219E-08,1.31408512095508E-05,-2.88896529683435E-08,1.07074324677628E-05,0.0157798505056382,-0.0275000000000995,0.111640333101539,1.7291205081823E-14,-0.391648329980259,2.58327614920899E-14,package://bowser/meshes/left_arm_Link1.3dxml,0.4,0.4,0.4,1,0.0157798505056382,-0.0275000000000995,0.111640333101539,1.7291205081823E-14,-0.391648329980259,2.58327614920899E-14,package://bowser/meshes/left_arm_Link1.3dxml,,bowser_arm_assem_ver2-1/bowser_arm_assem_mirror-1/KRS3300_scale_assem-5/KRS3300_scale-1;bowser_arm_assem_ver2-1/bowser_arm_assem_mirror-1/bowser_arm_link1_ring-1;bowser_arm_assem_ver2-1/bowser_arm_assem_mirror-1/KRS3300_scale_assem-1/KRS3300_scale-1,left_arm_link1_coodinate,left_arm_link1,left_arm1,continuous,0,0.0450000097238972,0,0,0,0,arm_link,1,0,0,,,,,,,,,,,,
left_arm_link2,0.0293336165126018,-0.0431146137999066,-0.111023037519431,0,0,0,0.03071656405111,6.24454977381069E-06,-6.23670031800418E-07,5.6366778460892E-07,5.57282269008493E-06,3.11593108185461E-07,5.1201616663811E-06,0.0507574408403025,-0.063189681763238,-0.111640333101526,-3.14159265358979,0.391648329980347,-2.26892802759262,package://bowser/meshes/left_arm_link2.3dxml,1,0.8,0.2,1,0.0507574408403025,-0.063189681763238,-0.111640333101526,-3.14159265358979,0.391648329980347,-2.26892802759262,package://bowser/meshes/left_arm_link2.3dxml,,bowser_arm_assem_ver2-1/bowser_arm_assem_mirror-1/bowser_arm_link1_servo_hone-2;bowser_arm_assem_ver2-1/bowser_arm_assem_mirror-1/KRS3300_scale_assem-2/KRS3300_scale-1,left_arm_link2_coodinate,left_arm_link2,left_arm2,continuous,0,0.0520000000000004,0,3.14159265358972,0,-2.26892802759258,left_arm_Link1,0,0,1,,,,,,,,,,,,
left_arm_link3,0.0529725461602323,-0.0833440224306198,-0.122429629501672,0,0,0,0.0461060541991233,1.73242504741454E-05,-2.84789875122409E-07,8.96964222358683E-07,1.32117829576276E-05,-1.07229726991123E-06,1.3530077171721E-05,0.0960520740804173,-0.0648521907989954,-0.111640333101549,3.14159265358979,0.391648329980683,-1.74532925199433,package://bowser/meshes/left_arm_link3.3dxml,1,0.8,0.2,1,0.0960520740804173,-0.0648521907989954,-0.111640333101549,3.14159265358979,0.391648329980683,-1.74532925199433,package://bowser/meshes/left_arm_link3.3dxml,,bowser_arm_assem_ver2-1/bowser_arm_assem_mirror-1/bowser_leg_arm_link2_servo_hone-1;bowser_arm_assem_ver2-1/bowser_arm_assem_mirror-1/bowser_arm_link2_ring-1;bowser_arm_assem_ver2-1/bowser_hand_left_with_claw-1/bowser_hand_left-1;bowser_arm_assem_ver2-1/bowser_hand_left_with_claw-1/bowser_hand_left_claw-1;bowser_arm_assem_ver2-1/bowser_hand_left_with_claw-1/bowser_hand_left_claw-2;bowser_arm_assem_ver2-1/bowser_hand_left_with_claw-1/bowser_hand_left_claw-3;bowser_arm_assem_ver2-1/bowser_hand_left_with_claw-1/bowser_hand_left_claw-4,left_arm_link3_coodinate,left_arm_link3_axis,left_arm3,continuous,0,0.0410000000000041,0,0,0,-0.523598775598285,left_arm_link2,0,0,1,,,,,,,,,,,,
right_arm_link1,0.0157806354739275,-0.0884985833987466,-0.111642222273736,0,0,0,0.0627449638126667,1.0701826091592E-05,-2.88899877718708E-08,-1.90402837100739E-08,1.31408512095508E-05,-1.2001736863026E-08,1.06750710914532E-05,0.0157798505056382,-0.0624999999999038,-0.111640333101537,3.14159265358978,0.391648329980259,-3.78444093103145E-14,package://bowser/meshes/right_arm_link1.3dxml,0.4,0.4,0.4,1,0.0157798505056382,-0.0624999999999038,-0.111640333101537,3.14159265358978,0.391648329980259,-3.78444093103145E-14,package://bowser/meshes/right_arm_link1.3dxml,,bowser_arm_assem_ver2-1/KRS3300_scale_assem-5/KRS3300_scale-1;bowser_arm_assem_ver2-1/bowser_arm_link1_ring-1;bowser_arm_assem_ver2-1/KRS3300_scale_assem-1/KRS3300_scale-1,right_arm_link1_coodinate,right_arm_link1,right_arm1,continuous,0,-0.0449999902761028,0,-3.14159265358978,0,0,arm_link,-1,0,0,,,,,,,,,,,,
right_arm_link2,0.0561240616822117,0.0656373382998995,-0.110943513011907,0,0,0,0.0307165635463501,6.24838151087057E-06,6.61793174679761E-07,5.59820080043751E-07,5.57282259214839E-06,-2.19281499307165E-07,5.11633005589501E-06,0.0775689963493154,0.0856872481021434,-0.111640333101536,-3.14159265358979,0.391648329980171,2.26892802759259,package://bowser/meshes/right_arm_link2.3dxml,1,0.8,0.2,1,0.0775689963493154,0.0856872481021434,-0.111640333101536,-3.14159265358979,0.391648329980171,2.26892802759259,package://bowser/meshes/right_arm_link2.3dxml,,bowser_arm_assem_ver2-1/bowser_arm_link1_servo_hone-2;bowser_arm_assem_ver2-1/KRS3300_scale_assem-2/KRS3300_scale-1,right_arm_link2_coodinate,right_arm_link2,right_arm2,continuous,0,0.0520000000000013,0,0,0,-2.26892802759263,right_arm_link1,0,0,-1,,,,,,,,,,,,
right_arm_link3,0.0874407294924414,0.0894222438480117,-0.122429885338886,0,0,0,0.0461069184836773,1.73247672578176E-05,2.84728352852963E-07,8.96967980064958E-07,1.32119191374547E-05,1.07234421411429E-06,1.35304713148511E-05,0.130520345435634,0.0709298770173241,-0.111640333101548,-3.1415926535897,0.391648329980256,1.74532925199433,package://bowser/meshes/right_arm_link3.3dxml,1,0.8,0.2,1,0.130520345435634,0.0709298770173241,-0.111640333101548,-3.1415926535897,0.391648329980256,1.74532925199433,package://bowser/meshes/right_arm_link3.3dxml,,bowser_arm_assem_ver2-1/bowser_leg_arm_link2_servo_hone-1;bowser_arm_assem_ver2-1/bowser_arm_link2_ring-1;bowser_arm_assem_ver2-1/bowser_hand_right_with_claw-1/bowser_hand_right-2;bowser_arm_assem_ver2-1/bowser_hand_right_with_claw-1/bowser_hand_left_claw-1;bowser_arm_assem_ver2-1/bowser_hand_right_with_claw-1/bowser_hand_left_claw-2;bowser_arm_assem_ver2-1/bowser_hand_right_with_claw-1/bowser_hand_left_claw-3;bowser_arm_assem_ver2-1/bowser_hand_right_with_claw-1/bowser_hand_left_claw-4,right_arm_link3_coodinate,right_arm_link3,right_arm3,continuous,0,-0.0409999999999963,0,0,0,0.5235987755983,right_arm_link2,0,0,1,,,,,,,,,,,,
head_link1,-0.044325374982728,-0.0180411342257961,0.166095025038656,0,0,0,0.0349073571719236,2.60861897531727E-05,3.23076378895872E-11,-4.65050114537364E-06,1.14931510104479E-05,-1.80233886000198E-10,2.38242106804047E-05,-0.0138318254464297,-0.0174999999999993,0.163972973567231,-5.58997369476623E-16,-0.558505360638182,-3.14159265358979,package://bowser/meshes/head_link1.3dxml,1,0.8,0.2,1,-0.0138318254464297,-0.0174999999999993,0.163972973567231,-5.58997369476623E-16,-0.558505360638182,-3.14159265358979,package://bowser/meshes/head_link1.3dxml,,bowser_neck_servo_hone-1;bowser_head_hone_mouth_axis-1;bowser_head_assem_kari-1/bowser_head_mouth_part2-1,head_link1_coodinate,head_link1_axis,head1,continuous,0.0308486875787339,0,0.0911447511073799,3.14159265358979,0.558505360638182,0,base_link,0,-1,0,,,,,,,,,,,,
head_link2,-0.133552794603525,0.0174768647081898,-0.17490933846931,0,0,0,0.120523025252236,3.97613676417708E-05,-2.01601733527065E-09,-2.02548857861602E-06,2.78371840412587E-05,1.37571282176212E-08,5.38535897084007E-05,-0.111870472348922,0.0175000000000001,-0.152928419695134,3.14159265358979,8.5015291933416E-16,3.14159265358979,package://bowser/meshes/head_link2.3dxml,0.4,0.4,0.4,1,-0.111870472348922,0.0175000000000001,-0.152928419695134,3.14159265358979,8.5015291933416E-16,3.14159265358979,package://bowser/meshes/head_link2.3dxml,,bowser_head_assem_kari-1/KRS3300_scale_assem-1/KRS3300_scale-1;bowser_head_assem_kari-1/bowser_head_mouth_part1-1;bowser_head_assem_kari-1/bowser_head_main_part1-1;bowser_head_assem_kari-1/bowser_head_eye_part-1;bowser_head_assem_kari-1/bowser_head_eyebrows_part_mirror-1;bowser_head_assem_kari-1/bowser_head_eyebrows_part-1;bowser_head_assem_kari-1/bowser_head_eye_part_mirror-1;bowser_head_assem_kari-1/bowser_head_hone_part-1;bowser_head_assem_kari-1/bowser_head_hone_part_mirror-1;bowser_head_assem_kari-1/bowser_head_comb-1,head_link2_coodinate,head_link2_axis,head2,continuous,0,0,-0.0249999999999996,-3.14159265358979,0.558505360638181,0,head_link1,0,1,0,,,,,,,,,,,,
